"STUDY_ID","GROUP","ABUNDANCE","TAXON","PLOT","MONTH","YEAR","REGION","LEPIDOPTERA_FAMILY","LEPIDOPTERA_SUPERFAMILY"
"BASSET_et_al_2023","Hymenoptera",107,"Solenopsis AAP9748","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Solenopsis AAZ7574","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",102,"Solenopsis ACF5950","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",6,"Solenopsis iheringi","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",45,"Solenopsis sp.","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",8,"Solenopsis terricola","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",11,"Strumigenys AAP2320","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",44,"Strumigenys brevicornis","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Strumigenys elongata","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",39,"Strumigenys gundlachi","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Strumigenys marginiventris","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Thaumatomyrmex atrox","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",348,"Wasmannia auropunctata","BCI",NA,2017,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",55,"Labidus coecus","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",106,"Neivamyrmex pilosus","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",60,"Neivamyrmex puerulus","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",28,"Nomamyrmex hartigii","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Acropyga ADK8508","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",16,"Anochetus diegensis","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Apterostigma AAH3198","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Camponotus sp.","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Carebara panamensis","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Carebara reina","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Crematogaster wardi","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",97,"Cyphomyrmex AAP2289","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",64,"Cyphomyrmex costatus","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Discothyrea denticulata","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Discothyrea humilis","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Dolichoderus debilis","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",30,"Ectatomma AAB9725 ruidum","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Gnamptogenys minuta","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",7,"Hypoponera AAP2312","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Hypoponera AAP2334","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",34,"Hypoponera AAP3371","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Hypoponera parva","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",6,"Labidus coecus","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Leptogenys volcanica","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Megalomyrmex drifti","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",5,"Megalomyrmex silvestrii","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",25,"Nylanderia steinheili","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",61,"Octostruma amrishi","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Odontomachus bauri","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",7,"Pachycondyla ABY8860 harpax","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Paratrachymyrmex bugnioni","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",5,"Paratrachymyrmex cornetzi","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Paratrechina longicornis","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Pheidole AAQ0744 sensitiva","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",35,"Pheidole AAZ7297 flavens","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",6,"Pheidole colobopsis","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Pheidole dasypyx","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",13,"Pheidole glomericeps","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Pheidole longiscapa","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Pheidole mendicula","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",54,"Pheidole multispina","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Pheidole psilogaster","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",57,"Pheidole pugnax","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",127,"Pheidole rugiceps","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Pheidole simonsi","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Pheidole sp.","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Rasopone arhuaca","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Rhopalothryx isthmica","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Rogeria gibba","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",20,"Rogeria leptonana","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Rogeria sp. not assigned","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Sericomyrmex amabilis","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",40,"Solenopsis AAP9747","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",168,"Solenopsis AAP9748","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",48,"Solenopsis ACF5950","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Solenopsis iheringi","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Solenopsis sp.","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Solenopsis subterranea","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",79,"Solenopsis terricola","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",12,"Strumigenys AAP2320","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",37,"Strumigenys brevicornis","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Strumigenys elongata","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",15,"Strumigenys gundlachi","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",23,"Strumigenys marginiventris","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Strumigenys subedentata","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Tapinoma melanocephalum","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Tetramorium bicarinatum","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Thaumatomyrmex atrox","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",177,"Wasmannia auropunctata","BCI",NA,2018,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Eciton burchellii forelli","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",439,"Labidus coecus","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Neivamyrmex gibbatus","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",146,"Neivamyrmex pilosus","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",19,"Neivamyrmex puerulus","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",67,"Neivamyrmex pullus","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",36,"Neivamyrmex swainsonii","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",39,"Nomamyrmex esenbeckii wilsoni","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",20,"Nomamyrmex hartigii","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Adelomyrmex microps","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",8,"Anochetus diegensis","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",23,"Apterostigma AAH3198","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Camponotus sp.","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Cephalotes ACH1279 minutus","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",207,"Cyphomyrmex AAP2289","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",39,"Cyphomyrmex costatus","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",6,"Cyphomyrmex minutus","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Discothyrea denticulata","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Discothyrea humilis","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",14,"Ectatomma AAB9725 ruidum","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Gnamptogenys horni","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Gnamptogenys minuta","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Gnamptogenys regularis","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",8,"Hypoponera AAP2312","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",11,"Hypoponera AAP3371","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",5,"Hypoponera parva","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Megalomyrmex silvestrii","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Monomorium floricola","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Myrmicocrypta AAK8708","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",14,"Nylanderia steinheili","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",102,"Octostruma amrishi","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Odontomachus bauri","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",12,"Pachycondyla ABY8860 harpax","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",6,"Paratrachymyrmex cornetzi","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",22,"Pheidole AAZ7297 flavens","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",6,"Pheidole colobopsis","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",31,"Pheidole glomericeps","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Pheidole longiscapa","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Pheidole mendicula","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",29,"Pheidole multispina","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Pheidole psilogaster","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",28,"Pheidole pugnax","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",125,"Pheidole rugiceps","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Pheidole subarmata","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Pheidole ulothrix","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",26,"Pheidole zeteki","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Rogeria AAP2379","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",36,"Rogeria leptonana","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Sericomyrmex amabilis","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",198,"Solenopsis AAP9748","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",42,"Solenopsis AAZ7574","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",8,"Solenopsis AAZ7733","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",14,"Solenopsis AAZ9144","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",24,"Solenopsis ACF5950","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Solenopsis ADE0809","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",11,"Solenopsis sp.","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",6,"Solenopsis terricola","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Strumigenys AAP2320","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Strumigenys AAP9562","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",61,"Strumigenys brevicornis","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Strumigenys elongata","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",29,"Strumigenys gundlachi","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Strumigenys marginiventris","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Strumigenys perdita","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",9,"Strumigenys subedentata","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",90,"Wasmannia auropunctata","BCI",NA,2019,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",272,"Labidus coecus","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Neivamyrmex pilosus","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Neivamyrmex pullus","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",9,"Neivamyrmex swainsonii","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",6,"Anochetus diegensis","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Apterostigma AAH3198","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Carebara panamensis","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",57,"Cyphomyrmex AAP2289","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Cyphomyrmex costatus","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Discothyrea humilis","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",9,"Ectatomma AAB9725 ruidum","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Gnamptogenys minuta","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",12,"Hypoponera AAP2312","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Hypoponera AAP3371","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",8,"Hypoponera parva","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",7,"Megalomyrmex silvestrii","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",9,"Monomorium floricola","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",10,"Nylanderia steinheili","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",55,"Octostruma amrishi","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Odontomachus ABY4792 bauri","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Odontomachus bauri","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",7,"Pachycondyla ABY8860 harpax","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Paratrachymyrmex bugnioni","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Paratrachymyrmex cornetzi","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Pheidole AAQ0744 sensitiva","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",16,"Pheidole AAZ7297 flavens","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",30,"Pheidole angulifera","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",8,"Pheidole dasypyx","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",10,"Pheidole glomericeps","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Pheidole longiscapa","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",23,"Pheidole mendicula","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",36,"Pheidole multispina","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Pheidole psilogaster","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",5,"Pheidole pugnax","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",97,"Pheidole rugiceps","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Pheidole simonsi","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",43,"Pheidole zeteki","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Rasopone arhuaca","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Rogeria foreli","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",8,"Rogeria leptonana","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Rogeria sp. not assigned","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Sericomyrmex amabilis","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",98,"Solenopsis AAP9748","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",5,"Solenopsis AAZ7574","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",44,"Solenopsis AAZ7733","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",23,"Solenopsis AAZ9144","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",18,"Solenopsis ACF5950","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Solenopsis ADE0809","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Solenopsis sp.","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Solenopsis subterranea","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",22,"Solenopsis terricola","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Strumigenys AAP2320","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",21,"Strumigenys brevicornis","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Strumigenys cordovensis","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Strumigenys elongata","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",23,"Strumigenys gundlachi","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Strumigenys lanuginosa","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",10,"Strumigenys marginiventris","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Strumigenys subedentata","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Tetramorium bicarinatum","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",121,"Wasmannia auropunctata","BCI",NA,2020,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Eciton burchellii forelli","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",256,"Labidus coecus","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",20,"Neivamyrmex pilosus","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",9,"Neivamyrmex puerulus","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",43,"Neivamyrmex pullus","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",5,"Neivamyrmex swainsonii","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",109,"Nomamyrmex esenbeckii wilsoni","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",143,"Nomamyrmex hartigii","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Acromyrmex volcanus","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",5,"Anochetus diegensis","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Apterostigma AAH3198","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Camponotus sp.","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",6,"Carebara reina","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",37,"Cyphomyrmex AAP2289","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",8,"Cyphomyrmex costatus","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Discothyrea humilis","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",8,"Ectatomma AAB9725 ruidum","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",7,"Gnamptogenys horni","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Gnamptogenys minuta","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",8,"Hypoponera AAP3371","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Hypoponera parva","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",33,"Megalomyrmex silvestrii","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",2,"Monomorium floricola","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Nylanderia steinheili","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",47,"Octostruma amrishi","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Odontomachus bauri","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",8,"Pachycondyla ABY8860 harpax","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Paratrachymyrmex bugnioni","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",3,"Pheidole AAQ0744 sensitiva","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",6,"Pheidole AAZ7297 flavens","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Pheidole colobopsis","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",4,"Pheidole dasypyx","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",1,"Pheidole longiscapa","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",16,"Pheidole mendicula","BCI",NA,2021,"Americas",NA,NA
"BASSET_et_al_2023","Hymenoptera",31,"Pheidole multispina","BCI",NA,2021,"Americas",NA,NA
